video_id,total_comments,avg_likes_per_comment,total_likes,max_likes_per_comment,avg_comment_length,median_comment_length,avg_word_count,median_word_count,comments_with_mentions,comments_with_hashtags,comments_with_urls,total_replies,reply_comments_count
a3qVXVE_bYQ,30,154.1,4623,1591,46.27,36.5,8.1,7.0,7,0,0,32,22
a46eYoUpVBM,30,35.97,1079,585,197.33,137.0,37.0,24.5,3,0,1,90,15
a4jzps-zPlo,30,5.6,168,79,65.2,50.5,12.3,7.5,2,0,0,5,5
a7OrIs-C8-c,25,1.44,36,10,50.44,33.0,9.68,7.0,0,0,0,4,4
aFVl1XCUKXs,4,3.5,14,10,107.25,95.0,21.75,18.0,0,0,0,2,2
aLCtABHraoQ,5,3.0,15,11,73.8,78.0,14.0,15.0,0,0,0,1,1
aU-8BbPRqbo,30,40.87,1226,708,156.33,87.0,28.53,16.5,4,0,1,67,20
aWpd9JYyNEs,30,1.03,31,10,111.47,65.5,20.1,12.5,0,0,0,4,4
aYs7b3mWDF0,19,1.21,23,10,64.05,54.0,12.47,10.0,0,0,0,0,0
acBJsjCqgtM,30,201.57,6047,4096,80.9,66.5,13.97,12.0,3,0,1,118,23
ae9qy-7lBmo,30,11.63,349,89,293.3,274.0,52.17,45.5,0,0,0,13,8
afqX-TiMN9M,29,3.79,110,30,151.21,59.0,27.14,11.0,1,0,1,6,6
agK0hj2ZhuQ,30,46.5,1395,642,348.43,261.0,60.1,44.0,4,0,1,39,19
akoe4kn00xw,23,9.17,211,78,46.83,29.0,8.26,5.0,4,0,1,11,8
alLf0hN5JsQ,30,316.87,9506,5870,129.93,135.0,22.67,26.5,5,0,1,72,19
aofW3iAjODY,17,1.0,17,5,86.65,35.0,16.24,8.0,0,0,0,4,4
apUfuncht_4,30,58.33,1750,518,129.1,101.0,22.8,17.5,7,0,1,32,20
avih_knbVjA,15,4.2,63,20,64.13,48.0,12.2,9.0,1,0,0,8,6
awnn-bqV_Tw,30,92.83,2785,995,123.93,53.5,22.27,8.5,7,0,1,59,22
b2lBUkZV4Xs,16,4.06,65,47,92.12,50.0,15.06,9.0,1,0,1,7,7
b7o09a7t4RA,30,473.83,14215,6203,73.77,51.5,13.43,9.0,6,0,1,60,25
bEUZTZ6kBBs,10,2.7,27,9,56.7,61.0,12.1,12.0,0,0,0,0,0
bH4RKOqAe-w,30,43.93,1318,724,105.9,85.5,19.3,15.5,2,0,1,39,18
bXLZ8I7s8tw,30,67.93,2038,895,116.33,96.0,20.63,17.5,5,0,0,37,21
b_VPkTYmI_g,30,211.07,6332,3002,293.6,157.5,54.67,25.0,4,0,1,119,25
bfk80hDfLXU,30,26.13,784,268,110.87,91.0,19.97,15.0,3,0,1,12,11
bg242QzbfNc,30,17.8,534,196,205.93,92.5,37.0,16.5,1,0,1,7,7
bjCDZWE-VHo,30,244.83,7345,2815,130.53,36.0,23.8,6.5,2,0,1,91,23
bobphaq2dYA,30,12.9,387,198,127.07,103.5,23.13,19.5,1,0,0,0,0
bpikCLhpIRY,30,94.6,2838,1333,107.57,63.0,18.97,11.5,1,0,1,70,21
bvTkOIkiYu0,30,2.03,61,26,136.43,71.0,25.23,13.5,0,1,0,2,2
bxN35AD2VCM,30,2.37,71,34,57.3,46.0,10.5,9.0,4,0,0,12,12
bxxyPoQthsU,21,3.67,77,31,159.24,86.0,28.95,15.0,2,0,1,7,6
c2xCh0d5YS0,12,1.83,22,12,86.92,24.0,16.58,5.5,0,0,0,0,0
c4HYn5UvNik,30,3.07,92,27,88.03,47.5,16.17,10.0,1,0,0,8,8
c5o1I7S7_Iw,29,2.86,83,29,54.55,40.0,10.52,8.0,0,0,0,11,7
cGWBXeNC_JU,9,8.78,79,56,91.89,64.0,16.89,10.0,0,0,0,7,5
cMTNtVCijuE,29,2.41,70,41,87.17,64.0,16.03,12.0,3,0,0,7,7
cNCw0ovtolQ,30,4.63,139,73,203.3,129.5,38.17,25.0,1,0,1,3,3
cTH824WnA3U,30,21.6,648,241,124.2,92.0,22.93,17.0,0,0,0,11,11
cYyIpzlkq7E,30,273.67,8210,2962,67.1,39.5,12.1,6.0,7,0,0,64,22
c_DOG_mXz5w,30,69.8,2094,794,147.47,100.5,27.13,20.5,3,0,1,75,17
cgmcC0UDlR4,30,1.87,56,17,94.43,62.0,17.5,12.5,0,0,1,4,4
cjPWFTtn5wM,30,93.9,2817,970,311.73,146.0,52.47,24.0,6,0,0,57,20
cn8erxA7DHI,30,5.7,171,26,107.67,71.0,19.4,13.0,1,1,0,4,4
comn5IcqvSY,30,18.17,545,277,107.07,83.5,20.3,16.0,0,0,0,34,14
cqyHd3lR7C8,30,14.57,437,209,101.77,63.5,18.47,13.5,0,0,1,12,11
crlmayHPkw4,25,6.24,156,39,226.44,99.0,41.68,17.0,3,0,0,14,14
cs7TCNDQy1E,30,224.03,6721,2723,61.23,54.0,11.13,9.5,4,0,0,87,22
d-bbJUQ_Vro,30,77.4,2322,781,113.63,72.5,21.03,13.5,3,0,0,58,23
d2JPEDpMiw8,30,29.6,888,404,132.93,92.0,23.93,17.0,2,0,1,44,19
d2sMEE1NrFc,30,3.8,114,38,69.53,46.5,13.4,10.0,2,0,0,9,8
d5EUzuV9IjU,30,117.47,3524,1610,88.9,52.0,14.93,8.0,4,0,0,41,24
dDfk8Uoyz60,16,1.94,31,14,64.69,34.0,11.44,7.5,0,0,1,2,2
dE-wvWdM6jY,30,204.5,6135,1917,114.43,74.5,20.33,12.5,5,0,1,81,24
dIqdSDNHT3I,30,24.33,730,303,80.47,65.5,14.23,12.5,1,0,1,14,14
dPOX5SxcWUo,30,16.5,495,161,99.1,97.5,17.73,18.0,2,0,0,10,8
dS1-617dK04,5,2.8,14,6,53.4,67.0,9.8,12.0,0,0,0,0,0
dSbb1NNEIu8,13,3.77,49,23,81.15,34.0,13.85,6.0,0,0,2,4,4
dbN2Zvn0npw,30,79.63,2389,740,96.03,41.0,17.27,7.5,4,1,1,40,21
dlHVOkx403E,21,1.95,41,22,233.24,125.0,42.71,21.0,0,1,1,3,3
dlKBmzQbiyU,30,422.5,12675,6106,101.73,56.0,18.87,10.0,3,0,1,74,21
dsS2wg2Y39c,30,349.83,10495,5065,78.77,70.5,14.17,13.0,1,0,1,68,25
dtxU2z0Q1TA,30,6.83,205,129,77.1,57.0,14.4,12.0,1,0,1,7,6
dx2XP_Oo6do,30,47.13,1414,883,118.77,90.5,20.77,17.0,5,0,1,29,19
dxRmw5ZumU0,30,30.73,922,430,96.23,56.5,17.1,12.0,0,0,3,17,14
e05DfV1Wyv0,29,0.9,26,5,77.52,60.0,14.69,12.0,0,0,0,7,7
e108RLHXi6E,30,135.23,4057,2582,104.53,55.5,18.43,10.0,8,0,0,60,22
e4yXab6Zc9A,30,23.0,690,387,120.97,88.0,22.73,15.5,0,0,0,22,7
eBVlVfAMtWc,30,14.8,444,101,176.23,114.0,32.33,20.5,0,0,1,21,15
eENUPfSvuuE,30,108.87,3266,1218,79.0,41.0,13.67,8.5,3,0,0,83,20
eFij9KekdVc,30,174.73,5242,2210,122.03,125.0,21.63,21.5,4,0,1,27,17
eGXbCUXAKYs,30,160.1,4803,1857,75.9,44.0,14.13,8.0,2,0,1,99,25
eGdn6FTIF5I,30,76.77,2303,868,208.1,77.0,37.2,14.5,1,0,2,26,20
eIs1u5MAel4,9,4.33,39,19,101.11,65.0,19.89,13.0,0,0,1,2,2
eJgcxYMhdoU,30,9.17,275,78,178.3,129.5,31.17,23.5,1,0,1,7,7
eOamw4SB5T8,22,2.95,65,12,63.14,32.0,11.59,5.0,1,0,0,3,3
eTFO8CCcjfk,15,2.93,44,19,114.73,72.0,22.0,14.0,1,0,0,5,5
eUIw9TZBIV8,30,12.2,366,108,106.7,70.5,19.2,13.5,2,0,0,15,15
eWEsR61WeCo,30,5.47,164,40,51.23,34.0,9.4,6.0,0,0,0,4,3
ecKHOHmPq1g,15,3.47,52,12,80.4,45.0,14.33,9.0,1,0,0,1,1
elAFB0HSBgo,30,38.53,1156,516,225.87,188.5,40.47,37.0,2,0,1,23,17
en0DSEsL-Ho,10,2.6,26,16,60.7,31.0,10.9,5.0,0,0,0,1,1
epF2SYpWtos,30,89.77,2693,811,112.73,81.0,21.1,13.5,7,0,2,62,21
f6_14nLUWOs,25,3.8,95,51,204.04,170.0,39.48,30.0,2,0,0,5,5
f7Lfukf0IKY,30,25.13,754,174,128.83,94.5,24.6,18.5,2,1,1,16,16
f8BqU9wUbP0,30,5.67,170,74,68.87,35.5,12.1,7.0,3,0,0,8,8
fBTi1zuQAIQ,30,81.1,2433,1120,104.4,84.0,18.87,14.5,6,0,0,24,22
fBXnxlLR0PY,30,380.6,11418,3514,154.8,78.5,27.27,13.5,4,0,1,69,23
fDbxPVn02VU,30,934.27,28028,12910,86.0,38.0,14.97,6.5,6,0,1,112,25
fDm1KLlQ4wM,30,128.03,3841,2822,138.73,83.5,23.97,15.0,3,0,1,29,15
fKNiV9UHPPo,30,311.47,9344,3541,110.0,36.5,18.63,8.0,4,0,1,69,24
fMir7L1oauQ,28,2.96,83,51,67.25,53.0,12.36,8.5,1,0,0,6,6
fVkc5hr_FhA,30,18.5,555,161,87.7,64.5,16.4,12.0,1,0,1,18,13
f_3IrUKQAQ8,12,3.67,44,16,110.92,89.5,19.25,16.5,1,0,1,3,3
fpDRfTRIQKE,9,2.67,24,15,31.22,16.0,5.89,4.0,0,0,0,0,0
fqrlnya9qN8,13,4.46,58,27,75.38,37.0,14.85,7.0,2,0,0,10,8
fsL6q-yij8I,30,31.37,941,358,233.6,102.0,39.97,18.5,1,0,1,15,12
g4ukmp-hn8Y,14,1.64,23,5,58.71,55.0,11.57,11.0,0,0,0,2,2
g8xM_hYEjU8,11,3.64,40,20,85.73,72.0,14.73,14.0,0,0,0,4,4
g9MlNSD8oaE,30,538.2,16146,12660,75.37,70.5,13.27,11.5,2,0,1,90,24
gC21pHr7Gl0,17,1.06,18,5,100.76,46.0,18.88,8.0,0,0,0,2,2
gE50m_-tL6s,10,2.0,20,10,86.0,78.5,16.3,14.0,0,0,0,2,2
gEv8eAjdB2w,30,16.2,486,189,60.63,52.0,11.9,11.5,1,0,0,8,8
gFQNPmLKj1k,30,127.67,3830,1045,154.6,138.0,27.67,25.0,2,0,1,71,23
gGZ3uO2p5qY,30,161.4,4842,1708,68.63,57.0,12.47,10.5,3,0,2,33,23
gHhmrEBZmLk,30,8.13,244,137,61.17,40.5,11.27,7.5,0,0,0,1,1
gIFSSmCkFEw,30,88.27,2648,915,134.7,86.5,22.6,14.5,7,0,1,83,24
gOyZTD1UP60,30,30.0,900,348,73.8,46.5,13.43,9.5,4,0,1,195,25
gP-C_utcBdY,30,1.97,59,18,87.1,67.0,15.87,12.0,1,0,0,6,6
gWFCy-pWeDo,30,141.4,4242,1241,65.0,30.0,11.87,5.0,1,0,1,37,22
gY8MWe0CGqc,15,5.93,89,39,60.8,33.0,9.73,7.0,0,0,1,1,1
gcGquCZxsJc,30,89.63,2689,1390,109.83,63.5,19.53,11.5,5,0,1,87,23
gerkxmXAhdI,30,47.73,1432,528,88.47,51.5,14.73,8.5,5,0,1,39,23
gl10e0Dn_7c,29,7.45,216,119,142.07,122.0,26.21,22.0,5,0,0,21,13
gpEzAnz5h2U,30,15.8,474,164,175.63,147.5,30.8,25.5,0,0,0,17,12
gtRqbbiWU30,30,55.0,1650,813,119.63,90.5,21.87,18.0,4,0,1,43,22
gtXHePXjVlE,30,36.8,1104,522,98.67,72.0,18.13,14.5,4,0,0,19,12
h-mxesCotgs,30,553.13,16594,9379,68.87,26.5,11.93,5.5,0,0,1,157,22
h-q8SnKN4p0,14,3.43,48,24,53.29,42.5,10.43,8.5,0,0,1,1,1
hBEKGBLAB80,30,44.6,1338,578,135.53,76.0,23.77,12.5,1,1,1,28,20
hFBguRaBnVs,11,3.09,34,13,100.09,41.0,19.64,8.0,0,0,0,0,0
hI43prriJNQ,30,109.53,3286,1792,92.83,72.0,16.13,13.0,2,0,1,19,18
hIDDk_aDflI,30,44.73,1342,576,123.63,85.0,22.53,17.0,3,0,1,28,16
hJZ5v7dpKKM,30,56.57,1697,588,112.47,85.5,18.7,15.0,0,0,1,38,19
hOoka6WN0L0,13,4.0,52,15,36.54,27.0,6.85,5.0,0,0,0,2,2
hRx1ShvWWeI,30,426.27,12788,3630,49.8,35.5,9.53,6.5,2,0,0,45,22
hXP5fUfBGQQ,30,45.5,1365,473,176.83,114.0,32.67,19.0,4,0,1,35,21
hXkiAfjFtgU,30,122.47,3674,950,234.97,127.5,34.1,23.0,2,0,1,85,17
hY9CuX6Hwl4,24,3.38,81,57,50.71,34.0,8.42,6.0,1,0,1,4,4
h_vEA7SWEzs,30,11.17,335,122,101.77,78.0,18.7,13.0,2,0,1,4,4
hcz1Q4gweYQ,30,20.23,607,95,185.4,114.5,33.8,20.5,2,0,1,26,17
hdabng2B9vU,30,125.63,3769,1979,58.63,46.0,10.6,8.0,1,0,1,13,12
heN8Zo8f45I,23,5.57,128,75,69.52,48.0,12.3,9.0,3,0,0,10,8
hly9Ekte8zY,30,4.33,130,29,173.9,139.5,31.47,26.0,1,0,0,8,8
hoGIdhIsdoU,28,6.43,180,71,64.43,47.0,11.5,10.5,1,0,1,6,6
hqy6W2R2R-Q,6,1.5,9,4,80.67,71.5,14.67,14.0,0,0,0,1,1
hv1gOEY3cs4,30,273.33,8200,2674,167.83,62.5,31.23,12.0,4,0,0,93,23
i2Fm4hyZTMc,30,82.1,2463,675,84.17,66.5,16.1,13.5,4,0,0,18,17
i4CbZXViVTA,30,74.0,2220,722,112.07,53.0,19.9,9.5,3,0,0,45,19
i5rt8-YxfU8,16,2.38,38,19,122.19,35.5,22.25,7.5,2,0,0,5,5
i6jjc9tfwt8,30,50.8,1524,351,142.87,103.0,25.93,19.5,5,0,1,74,22
i6r2r2JYWYY,30,3.8,114,64,125.1,58.5,23.37,10.5,2,0,1,8,8
i7awefFU_Hg,30,21.8,654,228,170.73,120.5,31.33,23.5,0,0,0,10,10
iBM0PToZ2VM,30,12.7,381,209,177.67,144.5,33.7,27.0,1,0,0,11,6
iGeDiXtJTRs,30,23.47,704,131,150.97,111.0,26.03,19.0,4,0,0,23,16
iIdqPeI-Po0,27,6.85,185,44,63.74,56.0,12.11,10.0,0,0,0,11,11
iIyDJK_SAjs,30,192.5,5775,1809,153.37,67.0,27.97,12.0,2,0,2,53,23
iNI-1Vy6WM4,30,100.83,3025,1414,107.2,39.5,19.73,8.5,1,0,0,58,23
iONDebHX9qk,30,377.8,11334,7976,57.47,23.5,9.4,4.5,0,0,2,104,24
iQJuv7tmAJQ,12,1.5,18,7,79.83,47.5,15.5,9.5,0,0,0,1,1
ii6V_-svh28,30,35.57,1067,298,150.87,123.5,27.03,23.0,0,0,0,2,2
ij1IKwE2MgM,30,6.63,199,48,64.07,46.5,12.73,9.0,0,0,0,4,4
ijOuQh_ZRcU,30,41.67,1250,410,160.6,66.5,29.57,10.5,3,0,2,21,16
iuHuxX22OOQ,30,62.43,1873,643,101.13,75.0,18.33,14.5,6,0,1,47,22
iw425d9irZ4,30,66.7,2001,570,77.47,65.0,13.7,11.5,3,0,0,22,19
j1FSDHfQaq8,18,3.89,70,34,34.11,29.5,6.67,5.0,0,0,0,2,2
j2nlqXd4duY,30,21.27,638,256,48.1,49.0,8.47,8.0,1,0,1,9,9
jAPPP7SE824,30,8.6,258,133,75.0,34.0,14.37,6.5,0,0,0,64,11
jAV21UB_AqQ,30,2.47,74,24,102.6,59.0,19.47,11.5,0,0,1,2,2
jFACcujmdE4,30,51.6,1548,567,130.1,101.0,23.77,20.0,2,0,0,15,10
jFlYIwM_Rco,30,7.17,215,163,164.37,106.5,29.5,19.0,0,0,0,1,1
jP1uwBcpUeE,30,5.4,162,29,166.8,112.0,30.53,18.5,1,0,1,8,7
jPlRjI63qKA,30,64.83,1945,731,119.2,58.5,21.07,10.5,2,0,1,55,19
jQQvmKGligQ,8,2.12,17,5,61.12,67.0,10.88,10.5,0,0,1,1,1
jb2s_FHBgt0,30,1.53,46,19,84.7,78.5,15.77,14.5,0,0,1,0,0
jcSYlmIOOBg,30,76.73,2302,1070,74.07,69.0,13.0,13.5,3,0,1,28,19
jeSkdpQQtz4,30,53.27,1598,666,92.53,43.0,16.3,7.5,5,0,1,42,23
jritw4L1A_4,6,0.5,3,2,106.17,44.0,20.33,8.5,0,0,0,0,0
jtwNXaU_Efs,30,35.4,1062,506,63.5,52.0,11.97,10.0,2,0,0,12,9
k0WvM8ZezVU,14,3.79,53,25,113.14,67.0,22.07,13.0,0,0,0,1,1
k0mt4IbpVl4,30,53.6,1608,404,635.4,220.0,116.8,38.0,4,0,1,33,21
k41Mq8-Axzk,30,40.93,1228,681,106.03,84.0,18.9,14.0,2,0,1,16,14
k5-QN35AJq0,30,30.87,926,193,179.13,117.5,31.77,22.5,3,0,1,13,9
k5A26Sc63F0,30,401.5,12045,4450,105.9,60.5,14.9,9.0,4,0,1,66,24
kM0ZADKIXU8,30,586.93,17608,11004,123.5,48.5,21.57,8.0,2,0,2,121,25
kQA27U_K_UE,30,34.67,1040,431,173.87,115.0,32.1,19.5,3,0,0,27,19
kWlpq7ymUs4,30,6.8,204,112,59.5,39.0,10.73,7.5,2,0,1,10,9
kX0sHQfjETY,30,21.03,631,163,158.3,119.0,29.53,20.0,0,0,0,7,7
kZtUOrxw9FU,9,1.0,9,3,79.22,35.0,14.22,5.0,2,0,0,4,4
k_K9MbqNhA0,30,46.23,1387,399,114.57,99.5,20.33,18.5,0,0,1,20,14
kew5A3hGsA4,24,2.29,55,25,132.08,72.5,24.88,13.5,4,0,1,13,13
kfxiIG8ZD9g,30,9.93,298,75,229.7,152.5,41.83,26.5,3,0,0,20,13
khQomXNzhkE,30,23.23,697,442,94.17,60.5,17.67,11.0,1,0,0,14,11
klNcDXObWj0,15,1.67,25,8,64.67,58.0,12.2,9.0,0,0,1,0,0
knPdMQ44jKc,30,69.33,2080,596,183.7,141.5,33.4,26.0,0,0,1,15,15
ko8tl0657yI,26,3.85,100,43,65.12,50.5,11.58,8.0,0,0,1,6,6
koeyouLqy3M,6,0.67,4,2,65.67,46.0,12.83,9.5,0,0,0,0,0
kxBs0Vr1aJ0,30,48.7,1461,513,382.27,76.5,71.13,14.5,7,0,1,59,24
kyja7LEyffM,30,4.43,133,49,91.37,73.0,16.37,14.5,5,0,1,12,12
kzAuvOr-YsM,30,98.03,2941,1179,93.23,49.5,17.0,8.5,1,0,1,35,21
l-0FD5NDWLU,30,17.63,529,137,258.87,120.0,44.63,22.5,0,0,1,8,3
l2DeCc0GkBg,30,63.63,1909,720,116.1,72.0,21.67,14.0,2,0,1,18,14
l3hOrfLuxU0,30,127.73,3832,1720,131.23,53.5,23.47,9.5,3,0,0,25,22
l5nr-SnRsK8,30,58.73,1762,658,127.07,101.0,22.27,18.5,8,0,0,57,22
l6BoSORXCUg,30,105.87,3176,1319,162.73,84.5,29.6,17.0,5,0,1,35,22
lCrMAtbBUJA,30,68.77,2063,971,81.2,47.5,14.97,9.0,3,0,1,54,23
lFAm7HZ8gTg,30,10.77,323,195,193.7,205.5,35.23,37.0,0,0,0,6,6
lJ6n52Lsjfo,30,33.83,1015,369,119.73,99.5,22.8,17.5,4,1,1,22,18
lKYBB-Uw1IM,30,79.13,2374,971,127.9,114.0,23.2,19.5,2,0,0,17,16
lMsCUWL-VpE,30,5.4,162,46,97.17,67.5,17.83,12.0,2,0,0,8,8
lNdOtlpmH5U,30,273.4,8202,6093,181.23,178.5,31.03,32.0,2,0,1,119,25
lhpY1frNqdA,30,335.37,10061,4858,90.6,53.0,15.57,9.0,5,1,1,86,23
lmCaQxk4b8c,30,38.3,1149,359,270.87,69.5,45.0,13.0,2,0,1,28,22
lpkC5h-5Pmk,30,8.77,263,90,70.2,52.0,12.93,9.5,5,0,1,17,15
lqHxGRzGZMg,7,1.86,13,7,62.0,63.0,10.0,12.0,1,0,0,3,3
lrZQz2O91JY,15,1.8,27,12,75.4,45.0,14.67,10.0,0,0,0,2,2
m5zulBuEG_0,5,1.2,6,3,136.0,54.0,27.0,13.0,0,0,0,0,0
mBTPvvgRICQ,30,93.43,2803,849,184.1,164.0,30.13,25.5,1,0,1,42,25
mCV9KJiTQps,30,68.73,2062,424,89.17,69.5,16.53,12.5,3,0,0,16,16
mCjjHgLzdN8,11,1.64,18,8,85.27,90.0,15.0,17.0,0,0,1,0,0
mIG9-zUHJR0,9,1.44,13,4,78.44,49.0,16.33,10.0,1,0,0,2,2
mSTWHQ5NDIg,30,186.2,5586,2181,88.87,50.0,16.87,8.5,2,0,1,53,24
mUvq1vmpE70,15,7.0,105,62,74.4,39.0,12.27,7.0,2,0,1,7,6
mVR_nLBeS24,30,95.43,2863,1066,256.57,121.0,48.63,23.0,3,0,1,69,20
mWEbD-cH8XA,9,0.44,4,2,71.0,61.0,13.0,12.0,1,0,0,3,3
mWOE1zjr1S4,30,65.93,1978,893,91.27,54.0,17.2,10.5,4,0,0,25,19
mWQTgSt7GeU,30,109.1,3273,891,100.93,51.0,18.13,8.5,1,0,0,44,18
mZOVLrLXKCE,30,217.5,6525,2611,100.57,38.5,19.33,7.0,0,0,0,43,22
m_Rz7mY8Lyc,30,18.47,554,206,87.27,64.5,16.03,11.5,0,0,1,23,13
mcitELserqk,30,567.87,17036,8645,79.03,55.5,14.03,10.0,3,0,1,134,23
meMJdfytNI0,30,91.77,2753,1211,78.57,27.5,13.07,4.5,0,0,1,247,25
mjZpMgzs3qY,13,2.38,31,17,54.77,27.0,10.08,6.0,0,0,0,1,1
mk2nA76CUP0,30,30.43,913,248,146.77,73.0,27.2,14.5,0,0,0,11,11
mlXGxBMKj0U,30,15.23,457,299,55.07,37.0,10.4,7.0,2,0,1,11,11
mvkOjh65tI8,30,1.7,51,18,95.97,45.5,17.97,10.0,0,0,0,2,2
mwGFRi4kLRQ,25,6.64,166,45,98.76,64.0,18.4,12.0,1,0,0,10,9
n2czIPRE0Nc,30,45.57,1367,750,151.47,108.5,26.93,18.0,0,0,1,20,18
nAXY89s0t4E,30,15.33,460,115,150.13,100.5,27.6,15.5,4,1,0,14,13
nG86wod3GGc,9,2.56,23,19,64.22,49.0,12.56,10.0,0,0,0,2,2
nIv1J5O15To,30,115.17,3455,866,306.3,70.5,55.87,13.0,2,0,1,35,20
nQTH4OBc8qI,19,4.53,86,39,78.05,40.0,15.21,7.0,0,0,1,1,1
nQggHK36gK8,30,243.17,7295,5093,162.27,108.0,31.07,20.0,1,0,1,72,21
nQyuCT_zzok,30,9.8,294,78,126.83,89.5,21.2,16.0,1,0,1,6,6
nTookJPZiTU,10,1.8,18,11,45.4,39.5,8.9,7.5,0,0,0,1,1
ngWZaSbw130,30,24.73,742,242,235.0,147.5,41.67,23.0,6,0,0,28,20
nk_Pfxmqn6g,30,220.53,6616,2869,70.1,38.5,12.47,5.5,2,0,3,85,21
nl8LQrbMdqQ,30,585.5,17565,6068,46.03,41.5,8.73,8.5,6,0,1,115,24
nn7TPSNOef0,30,17.93,538,111,126.33,101.5,23.43,17.5,2,0,0,5,5
npkwUeQYGj8,30,26.0,780,218,223.67,166.0,40.13,29.0,4,1,1,12,11
nr-b8nnihwY,3,2.0,6,2,26.67,4.0,5.67,2.0,0,0,0,0,0
nsUL3sRh6Ek,30,91.87,2756,711,56.43,55.5,10.73,8.5,3,0,1,37,20
nx8wnXdEYG8,6,0.67,4,2,79.17,54.5,15.33,11.5,1,0,0,0,0
o1dFc2oVkPQ,30,32.87,986,631,77.73,64.0,14.63,12.0,2,0,1,14,14
o4qiwWFdZ_U,30,102.3,3069,1249,60.0,42.0,11.2,8.5,3,0,0,38,23
o6YxGbQU65Q,21,3.52,74,30,28.43,13.0,5.38,3.0,2,0,1,5,5
oCp3aWlPumE,9,0.89,8,5,42.89,44.0,7.89,9.0,0,0,0,2,2
oDlKxzzNOPI,30,27.9,837,355,119.0,42.5,21.93,7.0,1,0,0,17,16
oFBdXVnGgx0,16,3.75,60,23,70.44,56.0,12.94,10.0,0,0,0,1,1
oFRdwK57dYY,30,42.47,1274,515,122.67,56.0,21.5,10.0,2,0,1,25,18
oHjMygB8y4k,9,2.0,18,3,89.56,94.0,18.22,20.0,0,0,0,1,1
oZQpi0IiNRE,20,2.45,49,30,105.45,68.5,19.65,12.5,1,0,1,6,6
o_F82o-0IoY,9,1.22,11,3,48.56,40.0,9.33,7.0,0,0,0,0,0
oiVQsL7RDz8,16,1.75,28,7,172.19,82.5,30.94,16.5,1,0,1,2,2
ombpvrlglfU,30,43.63,1309,701,175.47,130.5,31.43,22.0,0,0,1,14,9
otxGkoE8AZM,30,6.67,200,47,92.2,30.0,16.37,6.0,1,0,0,10,10
oxW5ezFPElU,30,14.73,442,195,69.73,43.0,12.97,10.0,0,0,1,11,11
ozWseKZV6Ac,30,41.13,1234,688,154.03,93.5,28.3,17.5,1,0,1,21,19
ozboOgVAT1o,10,1.4,14,9,51.6,32.5,10.4,6.0,0,0,0,0,0
pGFUW8AGrnQ,24,0.83,20,7,121.33,55.0,21.79,10.0,0,0,1,1,1
pL3lCNCffgg,30,235.8,7074,2998,134.33,85.5,24.93,15.0,1,0,1,140,23
pN-QzM_pflM,30,11.73,352,102,113.17,53.5,21.03,12.0,0,0,1,8,8
pNMBZHoNBWg,30,59.53,1786,868,108.07,83.5,18.57,16.0,5,0,1,20,12
pNcTkGQOKO8,30,7.57,227,102,64.73,52.5,11.73,10.0,0,0,1,6,6
pPKJ_Pk9zZs,30,86.23,2587,785,270.53,145.5,48.33,23.5,3,0,1,37,22
pSCbhBTaugk,24,2.46,59,24,63.29,48.0,12.38,10.0,0,0,0,7,7
pTIGIhGSrso,30,285.7,8571,4497,88.5,54.5,15.37,9.0,8,0,1,95,23
pUmuBfkqBY0,30,264.3,7929,2822,107.47,64.5,20.2,12.0,4,0,0,68,23
pVg2WvEtEWQ,30,70.1,2103,981,83.3,48.5,15.57,9.0,4,0,0,34,14
pXtJYwhsdkU,30,108.8,3264,1364,117.87,98.5,21.03,18.5,4,0,1,42,16
pY12uaPpz7k,30,3.33,100,64,48.17,48.5,9.3,8.0,0,0,0,1,1
pZxdnjj4kvk,28,4.14,116,56,61.79,47.5,11.61,9.5,0,0,1,6,6
pcvcKIHGtGs,30,61.43,1843,740,107.13,62.5,17.43,9.0,6,0,4,82,20
piUicyb_F1A,30,47.03,1411,619,100.6,65.5,18.37,11.0,2,0,1,20,16
poc4ctbnDYA,30,83.87,2516,959,137.5,70.0,23.03,13.0,5,0,1,61,19
pqUxibdbv38,30,223.43,6703,2153,71.37,29.0,12.7,6.5,1,0,1,121,25
pxAeLaGGjgg,4,0.5,2,2,62.25,57.0,12.0,11.5,0,0,0,0,0
pzDSMirut2k,30,81.23,2437,1353,45.23,31.5,8.13,6.0,1,0,1,5,5
q2lBRhswDh8,30,5.43,163,39,119.07,74.5,21.97,13.5,0,0,0,4,3
q4Bc93Itq-c,14,7.43,104,77,123.29,69.0,22.5,12.5,0,0,1,1,1
q58SMId-_Ko,30,83.27,2498,930,221.5,74.0,41.57,15.0,6,0,0,29,19
q9nYIa8b-6c,30,54.67,1640,753,174.5,123.0,29.43,18.0,6,0,1,46,19
qC4O34DJI2o,18,1.17,21,9,126.0,56.0,22.89,8.5,1,0,1,5,5
qCHHdTLKoQ4,15,0.6,9,6,64.2,43.0,11.87,8.0,0,0,0,5,5
qDFdALGJ4dA,30,57.1,1713,610,161.27,142.0,29.07,24.5,0,0,1,42,18
qIvoVXVpi1Q,30,10.83,325,180,137.1,105.5,25.97,19.0,1,0,1,6,6
qSWAFAmzJTE,30,127.87,3836,929,125.43,48.5,22.87,8.0,3,0,1,33,23
qWMK16uYQbU,30,42.57,1277,374,88.3,67.5,15.77,12.5,2,0,1,22,19
