video_id,total_comments,avg_likes_per_comment,total_likes,max_likes_per_comment,avg_comment_length,median_comment_length,avg_word_count,median_word_count,comments_with_mentions,comments_with_hashtags,comments_with_urls,total_replies,reply_comments_count
qahZf8qF0Xo,16,2.12,34,12,151.88,64.0,28.56,12.0,1,0,0,2,2
qc4GU_wHdqw,30,67.6,2028,1241,136.67,97.5,22.3,17.0,3,0,1,25,20
qcvvZElS088,30,3.47,104,28,119.4,49.5,21.4,11.0,2,0,1,11,10
qfeQt02cg6I,30,41.5,1245,314,119.9,66.5,21.0,12.5,7,0,1,43,22
qffXR9nRO90,30,70.23,2107,970,47.5,33.5,8.93,6.5,3,0,1,50,22
qh75NllzOlU,30,6.67,200,50,245.33,224.0,46.17,40.5,1,0,1,19,11
qjI3BY-8LjY,8,3.12,25,20,27.25,32.5,4.38,4.0,0,0,0,1,1
qlf9-573MhI,30,490.2,14706,4637,124.07,69.0,22.47,14.5,1,0,1,186,23
qr2ZGqtJXvg,15,1.27,19,9,65.33,42.0,12.6,9.0,0,0,0,0,0
qr5tDPJee5Q,17,3.35,57,26,97.0,81.0,17.88,14.0,0,0,0,1,1
qrzGLvLEe4w,30,4.27,128,53,123.57,55.0,23.03,9.0,0,0,1,10,8
qwywV8VhMkA,30,485.5,14565,4560,98.47,36.0,18.33,7.0,3,0,0,73,24
r1CPFmuTi3g,10,1.1,11,4,37.3,19.0,7.2,3.5,0,0,0,0,0
r4MbCNHcYTo,25,2.04,51,33,80.44,53.0,15.0,9.0,0,0,1,3,3
r81St-SLdys,12,1.33,16,7,92.83,88.0,17.42,17.0,2,0,1,5,5
r8I4eVoEiQQ,30,4.23,127,38,129.6,74.0,23.83,14.0,0,0,0,5,5
rAaMMjf7mzw,30,8.6,258,96,68.8,39.0,12.77,7.5,1,0,1,10,8
rApxWtDIRAM,30,104.47,3134,1132,115.67,94.0,21.27,17.5,2,0,1,23,9
rBp73KG1Ej0,30,15.17,455,176,93.27,74.5,16.93,13.0,1,1,1,11,9
rEINNYczPtU,30,120.4,3612,1253,126.17,65.0,23.63,11.5,4,0,1,27,18
rP9gZVTFquM,23,4.0,92,36,97.52,71.0,18.04,14.0,0,0,1,3,3
r_uKCIqf1Fg,30,25.9,777,426,73.2,47.5,12.93,8.5,1,0,1,20,10
rd206umLpk8,30,11.3,339,235,94.63,82.0,16.57,16.0,1,0,1,7,7
re4Cjf_qqLA,30,64.07,1922,555,246.47,108.0,46.1,21.0,5,0,1,22,17
reazJx4INyM,30,37.47,1124,402,60.47,43.5,11.8,9.0,1,0,0,11,10
rg3159C3TW4,13,2.15,28,16,58.69,43.0,10.85,8.0,0,0,1,0,0
rjcejdY_iNU,30,10.97,329,77,167.53,117.5,29.47,21.5,1,0,1,10,10
rkRN_Z2UKGg,30,74.4,2232,902,71.4,54.5,13.6,10.5,6,0,0,28,13
rkYackmjl5U,8,5.88,47,26,57.0,59.5,11.62,12.0,0,0,0,0,0
rs2BRk-RMJA,12,1.58,19,14,119.33,87.5,22.58,16.0,0,0,0,3,3
rvuXtQILJcM,10,5.8,58,28,71.4,53.5,13.4,11.5,0,0,0,1,1
s3vVUq2520U,30,136.33,4090,1469,187.6,60.0,34.2,11.5,3,0,1,50,24
s5nrAKLZgMM,30,203.1,6093,2447,55.03,45.0,10.37,8.0,6,0,0,95,22
s6NR6YQcxyA,22,2.73,60,9,76.18,67.5,14.82,13.5,0,0,0,4,4
s8qBH35r374,24,2.5,60,11,107.12,69.5,19.21,12.0,3,0,1,8,8
sBba4MGPc2U,30,372.27,11168,7150,86.3,56.0,16.23,10.5,4,0,0,73,22
sDFe-OJmVXc,11,1.27,14,10,73.27,83.0,14.27,15.0,0,0,0,2,2
sFP-QelRmlM,15,2.67,40,20,103.2,44.0,18.4,9.0,1,0,1,5,5
sHGRbM2txoI,30,9.77,293,104,128.7,69.0,22.17,13.0,3,0,1,15,13
sJeWfYLawaQ,30,209.67,6290,1875,64.7,46.5,12.0,8.5,4,0,1,132,22
sL5XWO2Z-yw,30,10.87,326,94,139.37,111.5,24.33,20.0,0,0,1,5,5
sLP4OwS7yoA,18,1.44,26,11,94.06,64.5,18.0,13.0,0,0,0,2,2
sMu1m57KYGI,30,47.63,1429,638,167.77,97.0,30.87,19.0,3,0,1,31,13
sV5eDJib4HE,30,55.3,1659,477,129.07,91.5,23.87,17.0,3,0,1,31,19
sXahbxP_PQc,30,2.23,67,14,99.0,51.0,18.17,9.5,1,0,1,7,3
sYaSJpIGzu8,30,55.3,1659,512,169.7,83.0,31.2,15.5,3,0,1,77,23
safNI7BcYZ8,8,1.38,11,5,75.62,48.0,14.0,10.0,0,0,1,0,0
sbmOqiE_lus,19,2.47,47,17,63.26,37.0,11.89,7.0,0,0,1,0,0
scy3I-i7H-M,30,52.6,1578,473,141.93,96.0,26.0,18.0,4,0,0,19,17
sdhmijg7oRY,30,90.13,2704,1611,110.1,74.0,19.53,13.0,2,0,1,68,18
se2dPdzxQ5E,19,1.84,35,14,87.47,58.0,16.16,11.0,0,0,0,1,1
seXu3jYxs0Y,30,31.8,954,250,181.53,74.0,33.43,14.5,3,0,1,34,19
sj23hsw5oqE,30,24.7,741,382,192.93,99.0,34.73,17.5,4,0,1,24,13
slZ_qQTC6fI,30,6.77,203,105,95.03,69.0,17.47,11.5,2,0,1,8,8
suOfjK35-8E,30,35.93,1078,426,121.27,67.5,21.73,12.5,5,0,1,34,23
szY6c1HcpuI,30,5.5,165,73,38.13,36.5,6.9,6.0,0,0,0,4,4
t-oxoHAUSR4,30,124.1,3723,1015,117.9,59.5,22.13,13.0,2,0,1,67,20
t0VqCDP0rnQ,30,23.47,704,472,179.2,114.0,31.5,21.0,3,0,0,13,8
t0ZizPL4zXU,19,4.37,83,30,93.16,54.0,17.21,10.0,4,0,0,11,11
t5CgCfetsiE,18,3.67,66,12,77.39,65.0,14.72,12.0,0,0,1,2,2
t6GPiy7fuEQ,30,246.4,7392,2754,73.43,17.5,13.4,3.5,1,0,1,50,25
tBANvzdbY_s,26,1.69,44,14,50.88,23.5,9.65,5.0,0,0,0,0,0
tH_Jriu7XkU,30,388.17,11645,4422,36.33,21.5,6.97,4.0,1,0,0,51,23
tI1Gaz47vPo,12,0.83,10,3,46.92,17.0,8.42,3.5,0,0,0,1,1
tIdU4Sw6a5Y,30,204.53,6136,2601,78.93,42.5,15.27,8.5,2,0,0,31,21
tJDgQv_W15s,7,3.57,25,11,44.86,45.0,8.14,8.0,0,0,0,0,0
tJtP4hicXYk,2,0.5,1,1,54.0,54.0,12.0,12.0,0,0,0,0,0
tM2iMYMpRbU,30,69.8,2094,767,83.53,39.5,15.0,7.0,2,0,1,74,20
tNst8wHB6kU,30,386.6,11598,4106,92.23,67.0,16.23,11.0,4,0,1,54,22
tQCKsyQO-lY,30,4.77,143,52,110.63,70.0,21.73,15.0,2,0,0,4,4
tQSKyvjsUuI,30,269.97,8099,5576,98.83,44.5,16.93,7.5,0,1,1,159,22
tTexU42KzsI,30,7.27,218,138,113.37,76.0,20.83,13.0,4,0,1,10,10
tU_AXrvQjpo,30,23.3,699,246,159.2,112.5,29.43,20.5,5,0,1,27,16
tUiCZMeY5LM,30,24.0,720,217,95.5,76.5,16.57,13.0,6,0,0,21,18
t_TkT07u7yU,30,18.9,567,272,198.33,121.5,37.0,24.5,0,0,0,1,1
tcRHhiKMzwM,27,12.81,346,124,88.56,58.0,14.81,10.0,0,0,0,77,16
tjjqyiHczcc,30,80.2,2406,919,150.13,66.0,26.97,11.0,3,0,1,43,24
tkHw25cS_bk,30,44.93,1348,358,156.9,133.5,28.87,23.5,1,0,0,11,11
tpB3BMlNrno,30,21.2,636,196,236.97,171.0,43.57,32.5,2,0,1,34,20
tsOtjNdMMaI,12,1.75,21,9,108.42,46.0,20.67,9.0,0,0,0,3,3
tyLu_RQWicc,23,5.78,133,52,69.78,48.0,12.7,10.0,2,0,1,6,6
u0_5VfqXfMc,24,2.29,55,26,38.25,28.0,7.21,5.0,1,0,0,5,5
u2jUmds5ZFU,30,201.83,6055,1581,55.7,39.5,10.13,7.0,1,0,0,21,21
u4KXgbZ96nk,18,3.11,56,48,80.94,73.5,15.56,13.5,0,0,0,1,1
uB1x_qIHPVg,30,2.47,74,22,49.9,31.5,9.57,7.0,0,0,1,1,1
uGB2z2IZS0I,30,104.17,3125,874,146.6,62.0,25.67,12.0,2,0,5,60,23
uHncVNYcICo,27,1.74,47,14,92.41,49.0,17.89,9.0,3,0,1,10,10
uIr8G7C_zgo,30,55.8,1674,505,106.2,86.0,19.77,16.0,6,0,1,29,18
uJgv0XQOehs,30,81.87,2456,786,155.17,90.5,28.8,16.5,0,0,1,37,17
uNQUJ6ezOJ0,30,139.63,4189,1223,122.0,40.0,21.7,9.0,2,0,2,99,21
uQrXLHiFszk,30,102.83,3085,828,101.97,80.0,18.7,14.0,0,0,0,19,18
uSimLIOHxTk,12,1.0,12,7,100.33,35.0,15.92,7.0,0,0,1,0,0
uWhrfeCH9Zg,30,9.8,294,51,174.73,102.0,32.6,19.0,1,0,0,2,2
uY01uhhIuzI,30,9.33,280,67,116.67,88.5,21.7,16.0,7,0,0,19,13
uYTEFWVPx_8,30,20.97,629,273,199.87,176.0,37.7,33.5,1,0,1,17,13
ukLnPbIffxE,30,1202.73,36082,17024,100.57,88.5,17.7,14.5,13,0,1,197,25
ukSniYSWIvU,30,8.5,255,162,158.13,88.5,28.7,16.0,1,0,0,6,5
unityETmypk,30,608.3,18249,10088,66.17,33.5,11.43,7.0,1,0,2,165,25
upcExv17By4,30,5.3,159,28,75.27,54.0,14.17,9.5,0,0,0,3,2
usflTKVErcg,30,108.63,3259,1751,78.13,61.0,14.53,12.0,1,0,1,30,17
v6DexEerT-k,30,111.37,3341,1578,52.97,39.5,8.8,7.0,7,0,1,31,17
vBqOMLd1ZQk,30,14.63,439,150,155.6,82.5,27.43,15.0,2,0,1,16,13
vMJKprNmEEg,6,1.67,10,7,106.33,62.5,21.33,13.0,0,0,0,2,2
vMvQnQ6lnEM,13,1.92,25,9,131.92,54.0,23.08,9.0,0,0,0,4,4
vPckn7g-DX8,30,38.8,1164,246,74.3,33.5,13.67,6.5,0,0,0,14,14
vQBhSZGq6ns,30,221.63,6649,2021,45.2,40.5,8.73,7.5,2,0,0,42,22
vdmg-KAx9yE,14,1.79,25,14,45.64,44.5,8.93,9.0,0,0,0,2,2
vmH3seddlPE,30,47.1,1413,331,144.27,120.0,26.67,22.0,4,0,1,32,17
vqLkvrCxcqI,30,23.07,692,147,234.37,171.0,43.9,32.0,3,0,1,16,13
vuKFwdJF5wU,17,3.53,60,22,309.24,215.0,56.65,42.0,3,0,0,6,5
vuueRRdbi1w,30,88.33,2650,1232,172.03,122.5,31.7,22.5,3,0,1,28,20
vvEjUAgzIa4,30,63.33,1900,858,81.53,57.5,13.67,10.0,5,0,1,20,16
vwMNJGNV0xE,30,292.67,8780,4702,87.4,64.0,15.93,11.0,4,0,1,45,21
vyVpRiqOvt4,30,525.67,15770,7172,85.0,47.0,15.77,10.0,3,0,1,211,24
vz1D0geYCuU,30,3.2,96,48,102.23,75.0,18.7,12.5,0,0,1,1,1
w0zO6Jgjw6U,30,6.07,182,81,215.87,175.5,38.17,33.0,0,0,1,6,6
w47z_wz6XBA,30,128.73,3862,2204,91.47,63.0,16.97,10.0,3,0,0,55,21
wCwMNybfTRA,30,27.3,819,397,40.77,43.5,7.43,8.5,0,0,1,17,14
wD9hMYbijDA,30,226.17,6785,2203,113.93,79.0,21.03,15.0,4,0,1,63,24
wJ-suqzHP20,30,25.53,766,254,241.53,85.0,43.97,16.0,2,0,0,12,11
wNTB5C4DnNQ,30,16.33,490,235,180.8,90.0,32.63,15.0,10,0,1,19,16
wTbKYgUzHkA,30,14.93,448,263,100.83,62.5,18.37,13.0,0,0,1,5,5
wU3Vgky_ycw,30,15.9,477,141,301.0,153.0,54.53,28.5,0,0,1,18,17
w_XIJOlklrs,30,17.6,528,145,132.27,83.0,24.67,13.0,4,0,0,26,15
waIcKo6Fi_w,30,3.5,105,48,53.13,34.0,9.97,6.0,0,0,1,4,4
waR3xBDHMqw,30,876.2,26286,10605,75.63,46.5,13.87,8.0,4,0,0,126,24
waz5UpXZH3o,30,3.83,115,28,49.73,34.5,9.07,7.0,0,0,1,3,3
wfbEoq634ZY,30,304.97,9149,5914,79.27,50.5,15.83,9.0,3,0,0,61,25
wiuEDpZGAw8,8,0.75,6,2,47.12,32.5,9.5,8.0,0,0,0,0,0
wjM_wX_XpnM,15,2.73,41,23,105.53,101.0,19.07,18.0,4,0,0,6,6
wlvxviP-xNg,30,86.27,2588,782,133.43,91.5,25.1,16.5,9,2,0,42,19
wmQt-QM0mbQ,30,235.8,7074,2506,61.37,41.0,11.23,8.0,2,0,1,101,24
wpcVQeF07G4,30,334.8,10044,5283,59.67,42.5,10.6,8.5,1,0,1,61,24
wq4b928Q32g,13,2.23,29,9,98.15,83.0,18.85,16.0,0,0,0,3,3
wqpR9GdId0M,30,91.1,2733,903,127.77,71.5,23.77,14.0,6,0,0,34,20
wsT2bBo4XT8,30,22.57,677,251,168.07,143.5,30.7,29.0,1,0,0,9,9
wvUVQ2r1hvM,30,3.03,91,35,64.1,39.5,12.4,8.0,0,0,0,11,7
x-hGIYZj2Rw,30,69.77,2093,829,76.4,53.5,13.97,9.5,6,1,2,30,22
x40pERU0YaY,30,13.33,400,105,181.3,145.0,33.5,28.5,0,0,0,1,1
xCi1H7mFL3o,5,0.8,4,2,109.0,46.0,21.6,11.0,0,0,0,0,0
xFX-lyLU2X8,30,400.73,12022,3449,74.03,61.5,13.93,11.0,0,0,1,98,24
xHFebdaObWo,30,64.77,1943,740,64.43,40.0,11.17,7.0,2,0,1,31,22
xIx2OQ6E6Mc,30,110.0,3300,1040,160.93,104.0,30.87,18.0,0,0,1,15,11
xS9LPyGbM0E,30,11.17,335,200,155.93,77.0,28.67,13.5,0,0,0,6,5
xT8M90RMsYY,30,223.97,6719,2779,46.87,38.0,8.23,5.0,11,0,1,68,24
xXVnz6t1aMs,30,154.33,4630,1658,81.57,54.5,14.73,12.0,0,1,0,77,21
x_5poMWS-L4,30,730.13,21904,5745,86.13,60.0,16.47,12.0,4,0,0,144,24
xaqO9UfHvYE,30,10.4,312,99,90.77,62.0,16.3,12.5,1,0,1,6,6
xeHYMuAMU7U,18,2.78,50,18,88.72,66.0,16.22,11.0,0,0,0,0,0
xkiKzpuLNmw,25,2.56,64,22,90.8,72.0,16.68,13.0,0,0,0,0,0
xmKjDEvp4HY,30,177.47,5324,2175,127.5,55.5,23.47,12.0,3,0,1,125,22
xxPdTjk7beo,30,66.87,2006,1216,109.63,80.5,20.1,15.5,2,0,1,34,22
y1NKkWELlhQ,30,36.57,1097,340,109.57,72.0,19.97,12.5,3,0,1,26,19
yBP1VjO9RSE,30,483.17,14495,8874,63.0,29.5,11.0,5.5,1,0,1,151,25
yCR26po2Akg,30,87.1,2613,786,35.1,29.0,6.97,4.5,2,0,0,43,24
yGYh_6WdAjA,30,247.07,7412,2631,124.43,86.0,23.03,18.5,4,0,0,57,22
yOC7w8kfsB4,30,115.33,3460,1293,93.57,52.5,17.37,10.0,2,0,3,68,23
yQF3UWHcj3k,27,4.22,114,51,81.74,83.0,15.48,16.0,0,0,0,9,9
yQXjNQnO9EI,10,1.5,15,10,54.8,45.0,11.0,8.5,0,0,0,2,2
yXpTkzzvgSc,7,4.0,28,16,142.57,93.0,25.0,18.0,0,0,0,0,0
yfkc_KaWbsQ,19,3.42,65,13,73.58,38.0,13.84,7.0,2,0,0,7,7
yiRYn97GJhM,30,56.6,1698,376,118.4,91.5,22.0,17.5,4,0,0,12,11
yj0SdVl4FdQ,30,3.97,119,45,93.07,52.5,17.33,10.5,3,0,1,9,9
yjTC5Jbe0ac,30,16.53,496,171,141.03,116.0,25.53,21.5,1,0,0,7,5
ywiSy49yhyU,30,150.63,4519,1818,118.83,60.0,20.83,10.0,0,0,0,70,17
yxF9TGhWPMc,30,44.4,1332,859,173.63,129.0,30.83,20.5,4,0,1,51,20
z2ZJiIt4pmo,30,28.83,865,246,228.53,146.5,39.6,20.0,1,0,1,11,11
z2xKvVNZgL0,18,1.0,18,10,72.78,44.0,14.0,9.0,1,0,0,4,4
z6zQpAVu-Co,20,5.55,111,41,69.6,59.0,12.65,9.0,3,0,1,5,5
zPc0j-Rzo28,30,184.3,5529,1331,40.73,37.0,8.03,7.0,0,0,0,43,21
zVBHOKJgouI,30,56.1,1683,1037,207.57,104.5,38.6,18.0,7,0,1,30,21
zW__u6blbEQ,30,56.3,1689,327,92.0,73.0,17.53,14.5,3,0,0,41,17
zZ45ydPJg_U,30,38.73,1162,761,212.07,98.0,34.93,17.5,4,0,1,28,17
z_0Npoa3lCQ,19,3.37,64,36,93.32,74.0,17.42,12.0,0,0,0,4,4
zbGR03h1uAU,30,24.27,728,416,68.93,48.0,12.43,7.5,5,0,0,8,7
zdR5t5wuRac,19,2.37,45,14,94.84,66.0,17.79,11.0,1,0,0,3,3
zdew7At9S2U,30,54.67,1640,566,156.83,98.5,29.87,18.5,1,0,1,25,13
zghT_p39I6w,13,0.69,9,4,92.31,50.0,17.38,11.0,1,0,0,4,4
zk8lRey9DSk,26,3.0,78,25,45.69,42.5,8.77,7.5,0,1,1,3,3
znYThp26WJo,30,20.67,620,207,70.47,51.0,13.67,10.0,1,0,0,14,11
zvmenZfiPq4,30,7.17,215,106,127.07,71.0,22.33,13.0,0,0,1,4,4
