video_id,like_count_mean,like_count_sum,like_count_std,comment_length_mean,comment_length_std,word_count_mean,word_count_std,total_reply_count_sum
7APfFjfnNBc,26.0,780,50.2,65.13,46.17,12.43,8.94,23
7P6RArpBwDk,44.33,1330,122.79,100.2,77.83,18.6,15.35,28
7dJKP9Qt8JU,6.33,190,17.99,61.8,48.59,11.23,9.1,7
7ftghLnesZ8,2.38,31,2.06,70.54,38.13,12.92,6.99,3
7hVqxhZaxtk,69.5,2085,125.53,135.2,170.72,24.27,30.59,25
7m0p8EFy3Pw,572.83,17185,2329.68,152.8,379.42,26.6,69.4,89
7msJtKR0lH4,1.5,27,2.71,59.78,53.24,11.39,9.83,2
7rAxyujhNz0,2.29,48,3.9,97.52,135.36,19.48,26.3,7
7zG1b49aCGI,2.07,62,4.55,82.0,178.43,16.17,34.18,3
8-WiFvM15-0,26.03,781,65.7,103.53,102.24,18.8,18.45,48
8-edcK66xZM,1.0,24,2.02,123.12,106.65,22.71,20.08,9
80rugVXQzes,200.23,6007,489.66,77.8,62.47,13.67,10.88,53
85qmJl7RlxA,2.09,23,2.43,106.73,112.49,20.09,20.65,2
86gx9bKQheM,14.67,440,30.45,67.2,48.6,12.07,8.64,4
8BZMuF5uV_w,18.4,552,49.25,69.3,59.73,12.73,11.46,7
8B_O04IdW9M,34.07,1022,86.21,147.47,219.24,27.17,37.95,11
8GMYKZN0CTY,46.47,1394,138.66,63.87,59.28,11.13,10.3,24
8LOB92gjgww,6.33,57,10.34,116.22,113.21,21.89,20.85,3
8NBhJy_GopM,91.43,2743,210.19,208.0,344.71,36.93,61.01,47
8ZvbInUxCXU,16.63,499,85.67,92.47,60.75,16.53,10.23,4
8bEcHONK91I,2.0,26,2.0,115.08,121.84,19.62,20.1,1
8eIeyZZUEp8,3.88,31,6.9,177.0,220.8,32.62,40.24,2
8lhSb5libHY,19.0,570,32.04,377.83,545.36,68.37,95.69,6
8tKuviI68Ss,151.4,4542,372.76,117.9,75.64,20.87,13.94,67
8u0RK3L0D64,207.63,6229,481.38,113.17,126.24,21.27,22.83,49
8urzOH10LEM,27.47,824,66.39,169.8,177.69,30.63,32.72,26
8x30UHGJAEc,4.35,87,9.92,89.1,106.48,16.15,18.53,9
8zaKVFC9Eu4,39.43,1183,78.0,131.07,143.62,24.23,27.35,25
94emc6eqllE,167.93,5038,509.19,91.6,96.8,16.6,16.03,29
96McQ3PHU7A,177.47,5324,368.89,81.93,126.01,14.77,22.28,30
9AvXE3qdPSo,17.17,515,30.09,112.03,78.02,19.8,15.3,0
9DH4pAg1qaQ,27.67,830,60.04,103.2,92.13,18.8,17.1,37
9ODYbpotwis,3.27,36,5.76,74.55,77.47,11.55,11.48,1
9QbC5Xk_1I8,158.33,4750,472.57,91.27,86.23,17.17,15.02,56
9VXC9fWQ_aI,123.1,3693,434.0,162.53,232.27,30.8,45.09,34
9awCB59ZHPs,8.27,248,21.76,96.57,222.23,16.8,37.07,14
9otYs7w7DBY,48.2,1446,109.32,92.17,100.51,17.3,18.95,28
9s7AXw7o76Q,228.13,6844,479.6,52.9,41.5,8.87,6.94,30
9yx_WEcFkH0,3.95,83,10.83,84.81,66.63,15.57,11.49,3
A4ya80m9L6M,17.03,511,52.05,78.27,66.13,15.03,12.38,4
AAnIrWVVFsM,1.44,13,1.51,21.67,20.74,4.33,3.97,1
ABED1GjTUrk,10.53,316,21.41,147.23,134.49,27.27,23.89,10
ABEgnU59CFU,22.5,675,74.27,95.1,80.11,17.13,13.64,17
AECP5NsWRkE,14.57,437,28.68,138.4,180.29,23.77,27.21,18
AGqq5Cg4Cl4,13.2,396,29.55,97.47,78.34,18.63,14.94,11
ALxz505dSZM,10.07,302,29.91,95.83,103.2,18.47,19.84,21
AS1m0lmtDQI,66.07,1982,163.02,359.4,601.79,63.63,107.33,42
AXrVBv3gM_Q,1.8,9,2.95,28.0,28.28,4.8,4.76,0
AfiKro4KSBo,3.47,52,8.75,66.73,61.25,13.4,11.84,1
AjoxkxM_I5g,1040.03,31201,3343.28,58.8,74.36,10.1,11.88,264
An01rTZjCKc,9.97,299,22.99,62.17,59.45,10.77,10.63,3
ApxfXp1UwXE,4.33,26,5.28,61.33,55.91,11.83,10.89,0
Ar5Qto5B3hk,1.85,24,2.38,230.77,307.41,40.69,49.84,3
AriiQaEWyI8,20.2,606,50.68,244.3,223.23,45.63,41.15,50
AtfoKoiIW-s,54.13,1624,138.21,293.27,1035.06,53.77,188.24,29
AuORG4zFcXw,4.53,136,6.6,149.1,137.22,27.37,25.24,12
AvKGYyowFK4,148.47,4454,349.82,138.73,152.24,24.6,28.73,31
B1Zm6TGsFXk,57.2,1716,146.26,81.13,141.45,14.8,26.99,22
B3SzomHi6cU,1.33,4,2.31,353.0,372.86,69.0,73.98,0
B4RSD5vahTU,22.5,675,47.02,190.47,180.44,36.33,34.66,22
B4U7vNtXBTI,51.8,1554,94.45,196.83,225.99,36.73,41.66,27
B58mAePXYbo,33.4,1002,75.79,154.77,174.88,28.13,29.98,17
B7SNUIq6j1w,2.33,7,3.21,40.67,23.25,8.67,4.73,1
BBAuhqvT_ds,424.63,12739,1142.32,403.07,852.82,73.37,159.47,110
BCWfXWVVsKo,267.83,8035,628.1,63.77,82.38,11.97,14.07,73
BT5Dnr994x4,7.09,78,9.57,180.91,289.61,32.18,51.71,2
Bf4Hs5E9eNg,82.63,2479,204.12,151.73,169.0,27.13,29.4,31
BgVIAGA4wmQ,8.63,259,22.07,66.53,76.99,12.5,14.77,11
BiB9k4JkxY0,4.67,140,14.22,95.07,90.46,17.7,16.51,5
